Num_Bank_Accounts,Num_of_Delayed_Payment,Changed_Credit_Limit,Credit_Mix,Payment_of_Min_Amount
3.0,15.0,8.88,3,2
3.0,16.0,13.88,3,2
3.0,16.0,14.88,3,2
3.0,16.0,8.88,0,2
3.0,19.0,14.88,3,0
7.0,23.0,5.03,0,2
7.0,23.0,3.03,1,2
7.0,23.0,9.03,0,2
7.0,23.0,5.03,0,2
7.0,23.0,10.03,1,0
7.0,23.0,2.03,0,2
7.0,23.0,5.03,1,2
2.0,10.0,0.69,2,1
2.0,11.0,0.69,2,0
2.0,12.0,0.69,2,1
2.0,14.0,0.69,0,0
2.0,11.0,0.69,2,1
2.0,11.0,10.23199443955013,2,1
2.0,10.0,0.69,0,1
6.0,19.0,14.99,3,2
6.0,19.0,11.99,0,2
6.0,19.0,11.99,3,2
6.0,21.0,11.99,0,0
6.0,19.0,11.99,3,2
6.0,22.0,11.99,3,2
6.0,19.0,11.99,3,0
6.0,17.0,11.99,0,2
4.0,1.0,4.51,0,1
4.0,1.0,4.51,2,1
4.0,1.0,10.23199443955013,2,1
4.0,1.0,4.51,2,1
4.0,3.0,4.51,2,1
4.0,1.0,4.51,2,1
4.0,1.0,4.51,2,1
0.0,8.0,5.44,2,1
0.0,9.0,5.44,2,1
0.0,11.0,5.44,2,1
0.0,9.0,4.44,2,1
0.0,11.0,5.44,2,1
0.0,8.0,5.44,0,1
0.0,8.0,1.4400000000000004,2,1
5.0,5.0,10.23199443955013,2,1
5.0,1.0,0.75,0,0
5.0,1.0,0.75,2,1
5.0,1.0,0.75,2,1
5.0,2.0,0.75,2,1
7.0,15.0,6.48,3,1
7.0,16.0,6.48,3,1
7.0,16.0,6.48,3,1
7.0,16.0,6.48,3,0
7.0,16.0,7.48,3,1
7.0,16.0,6.48,3,1
7.0,10.0,17.74,3,2
7.0,10.0,17.74,3,0
7.0,10.0,17.74,0,2
7.0,10.0,17.74,3,2
7.0,13.0,15.739999999999998,3,2
7.0,19.0,17.74,3,2
1.0,6.0,11.48,0,1
1.0,6.0,4.48,2,1
1.0,6.0,4.48,2,1
1.0,6.0,4.48,2,1
1.0,9.0,4.48,2,1
1.0,6.0,4.48,2,1
1.0,6.0,4.48,2,1
1.0,6.0,4.48,2,1
7.0,9.0,7.63,3,1
7.0,12.0,7.63,3,1
7.0,19.0,7.63,3,1
7.0,13.0,10.23199443955013,3,0
7.0,12.0,7.63,3,1
7.0,12.0,7.63,3,0
7.0,12.0,7.63,3,1
7.0,12.0,7.63,3,1
6.0,17.0,0.55,1,0
6.0,15.0,0.55,1,0
6.0,14.0,10.23199443955013,1,2
6.0,12.0,10.23199443955013,0,0
6.0,15.0,0.55,0,2
6.0,15.0,3.55,0,2
6.0,19.0,2.55,1,2
4.0,12.0,10.23199443955013,3,2
4.0,12.0,18.71,3,2
4.0,12.0,22.71,3,2
4.0,12.0,22.71,3,2
4.0,12.0,14.71,3,2
4.0,12.0,17.71,3,2
4.0,12.0,24.71,3,2
8.0,19.0,11.02,3,1
8.0,19.0,4.02,0,1
8.0,21.0,10.02,3,1
8.0,19.0,10.02,3,1
8.0,19.0,10.02,3,1
8.0,18.0,10.02,3,1
8.0,19.0,10.02,3,1
3.0,19.0,10.91,0,1
3.0,12.0,9.91,2,1
3.0,11.0,10.91,2,1
3.0,11.0,10.91,2,1
3.0,12.0,10.91,2,1
3.0,14.0,10.91,2,1
3.0,12.0,10.91,2,1
3.0,19.0,10.91,2,1
5.0,13.0,5.81,2,1
6.0,9.0,18.91,3,2
6.0,9.0,18.91,3,2
6.0,9.0,13.91,3,2
6.0,11.0,24.91,0,2
6.0,9.0,18.91,3,2
6.0,10.0,22.91,3,2
6.0,9.0,18.91,3,2
8.0,22.0,18.88,1,2
8.0,24.0,18.88,1,2
8.0,19.0,18.88,1,2
8.0,21.0,18.88,1,2
8.0,19.0,18.88,1,2
8.0,20.0,18.88,1,2
8.0,22.0,18.88,1,2
7.0,16.0,8.95,0,1
7.0,16.0,8.95,2,1
7.0,16.0,8.95,0,1
7.0,16.0,8.95,0,1
7.0,17.0,14.95,0,1
7.0,19.0,8.95,2,1
7.0,16.0,8.95,2,1
7.0,14.0,8.95,2,1
5.0,12.0,0.7,3,0
5.0,11.0,0.7,0,2
5.0,12.0,0.7,3,2
5.0,11.0,0.7,3,2
5.0,11.0,10.23199443955013,3,0
5.0,12.0,0.7,3,2
5.0,12.0,0.7,3,0
5.0,12.0,10.23199443955013,3,2
8.0,10.0,8.28,0,2
8.0,10.0,8.28,3,2
8.0,10.0,8.28,3,2
8.0,9.0,8.28,3,2
8.0,12.0,10.23199443955013,3,2
8.0,10.0,8.28,3,2
8.0,12.0,8.28,3,2
5.0,2.0,2.11,2,1
5.0,2.0,2.11,2,1
5.0,2.0,2.11,2,1
5.0,2.0,2.11,2,1
5.0,2.0,2.11,2,1
0.0,3.0,11.29,2,1
0.0,6.0,11.29,2,1
0.0,3.0,11.29,2,1
0.0,19.0,11.29,2,1
0.0,3.0,8.29,0,1
0.0,2.0,11.29,2,1
8.0,10.0,10.23199443955013,0,1
8.0,10.0,2.77,0,1
8.0,9.0,2.77,0,1
8.0,10.0,2.77,3,1
8.0,10.0,2.77,3,1
2.0,0.0,10.71,0,1
2.0,0.0,10.71,2,1
2.0,0.0,10.71,2,1
2.0,0.0,10.71,2,1
2.0,0.0,10.71,2,1
2.0,0.0,10.71,2,1
2.0,0.0,10.71,0,1
2.0,0.0,17.71,0,1
0.0,11.0,9.2,0,0
0.0,10.0,9.2,0,1
0.0,8.0,9.2,2,1
0.0,11.0,9.2,2,1
0.0,8.0,15.2,2,1
10.0,18.0,19.06,1,2
10.0,18.0,12.06,1,2
10.0,18.0,18.06,0,2
10.0,17.0,19.06,1,2
5.0,4.0,9.51,0,1
5.0,4.0,9.51,2,1
7.0,19.0,9.01,3,2
7.0,20.0,9.01,0,2
7.0,20.0,12.01,3,2
7.0,20.0,9.01,3,2
7.0,17.0,9.01,3,0
7.0,20.0,9.01,3,0
7.0,20.0,9.01,3,2
8.0,13.0,17.96,3,2
8.0,12.0,10.96,3,2
8.0,19.0,10.23199443955013,3,2
8.0,13.0,17.96,0,2
6.0,25.0,8.72,1,2
6.0,23.0,8.72,1,2
6.0,25.0,8.72,1,2
6.0,25.0,8.72,1,0
6.0,23.0,8.72,0,2
6.0,15.0,11.1,3,1
6.0,16.0,5.1,3,0
6.0,17.0,9.1,3,1
6.0,15.0,9.1,3,1
6.0,15.0,9.1,3,1
6.0,17.0,9.1,0,1
6.0,12.0,6.1,3,1
9.0,20.0,20.07,1,2
9.0,21.0,20.07,1,2
9.0,20.0,20.07,1,0
9.0,20.0,20.07,1,2
9.0,20.0,20.07,1,2
9.0,18.0,20.07,1,2
9.0,20.0,20.07,1,2
6.0,23.0,10.23199443955013,1,0
6.0,23.0,4.01,1,2
6.0,23.0,4.01,1,2
6.0,23.0,4.01,1,2
6.0,23.0,4.01,1,2
6.0,23.0,4.01,1,2
6.0,23.0,10.23199443955013,1,2
7.0,28.0,28.68,1,2
7.0,27.0,28.68,1,2
7.0,25.0,28.68,1,0
7.0,19.0,28.68,1,2
7.0,25.0,28.68,1,2
7.0,25.0,28.68,1,2
7.0,26.0,28.68,0,0
7.0,25.0,26.68,1,2
5.0,8.0,8.92,3,2
5.0,10.0,8.92,3,2
5.0,19.0,8.92,0,2
5.0,5.0,8.92,3,2
5.0,9.0,8.92,3,0
5.0,8.0,8.92,0,2
6.0,21.0,28.27,1,0
6.0,18.0,28.27,1,0
6.0,18.0,28.27,1,2
6.0,21.0,28.27,1,2
6.0,19.0,28.27,1,2
6.0,21.0,28.27,0,2
7.0,11.0,10.16,3,2
7.0,11.0,10.16,0,2
7.0,11.0,10.16,3,2
7.0,11.0,10.16,3,2
7.0,11.0,10.16,3,2
7.0,11.0,10.16,0,2
10.0,19.0,25.67,1,2
10.0,14.0,25.67,1,2
10.0,14.0,28.67,1,2
10.0,15.0,25.67,1,2
10.0,15.0,25.67,0,2
10.0,15.0,25.67,1,0
9.0,18.0,19.67,1,2
6.0,9.0,6.88,3,1
6.0,8.0,13.88,0,1
6.0,8.0,6.88,3,1
6.0,8.0,6.88,3,1
6.0,19.0,6.88,3,0
6.0,8.0,6.88,3,1
6.0,8.0,6.88,3,1
4.0,14.0,8.04,3,2
4.0,13.0,8.04,3,2
4.0,13.0,8.04,3,2
4.0,14.0,9.04,3,0
4.0,14.0,8.04,3,2
4.0,19.0,8.04,3,2
4.0,14.0,8.04,0,2
4.0,13.0,8.04,3,2
3.0,8.0,6.87,2,0
3.0,8.0,5.87,2,1
3.0,8.0,6.87,2,0
3.0,9.0,6.87,2,0
3.0,8.0,6.87,2,1
3.0,8.0,2.87,2,0
7.0,19.0,9.92,3,1
7.0,20.0,13.92,3,1
7.0,18.0,11.92,0,1
7.0,18.0,10.23199443955013,3,1
7.0,18.0,8.92,0,1
7.0,18.0,9.92,3,1
7.0,18.0,9.92,3,1
7.0,18.0,9.92,3,1
4.0,14.0,8.41,3,0
4.0,14.0,8.41,3,2
4.0,11.0,8.41,3,2
4.0,14.0,8.41,3,2
4.0,17.0,8.41,3,2
4.0,14.0,8.41,3,2
4.0,14.0,8.41,3,2
4.0,14.0,14.41,3,2
7.0,18.0,19.58,3,2
7.0,15.0,19.58,3,2
7.0,15.0,19.58,0,2
7.0,18.0,19.58,3,2
7.0,17.0,19.58,3,2
7.0,16.0,16.58,3,2
8.0,19.0,11.96,3,2
8.0,18.0,11.96,3,0
8.0,18.0,10.23199443955013,0,2
8.0,18.0,11.96,0,2
8.0,18.0,11.96,3,2
8.0,20.0,11.96,3,2
8.0,21.0,8.96,3,2
9.0,17.0,5.85,0,2
9.0,16.0,5.85,1,0
9.0,16.0,10.23199443955013,1,2
9.0,18.0,5.85,1,2
9.0,16.0,5.85,1,2
9.0,15.0,5.85,1,0
9.0,16.0,7.85,1,2
3.0,12.0,16.77,3,0
3.0,12.0,17.77,0,2
3.0,12.0,16.77,0,2
3.0,12.0,16.77,3,2
3.0,12.0,16.77,0,2
3.0,11.0,16.77,3,2
3.0,12.0,16.77,3,2
3.0,12.0,11.77,3,0
10.0,16.0,24.69,1,2
10.0,16.0,10.23199443955013,1,2
10.0,16.0,24.69,1,2
10.0,16.0,24.69,1,2
10.0,16.0,24.69,1,2
10.0,14.0,24.69,1,2
10.0,19.0,24.69,1,2
10.0,19.0,17.99,0,0
10.0,18.0,17.99,3,2
10.0,20.0,17.99,3,2
10.0,19.0,16.99,3,2
10.0,20.0,17.99,3,2
10.0,23.0,17.99,3,2
10.0,20.0,17.99,3,2
6.0,14.0,11.56,0,2
6.0,11.0,4.5600000000000005,3,2
6.0,15.0,12.56,0,2
6.0,14.0,11.56,3,0
6.0,17.0,11.56,3,2
6.0,11.0,11.56,3,2
6.0,14.0,6.5600000000000005,3,2
6.0,14.0,11.56,3,2
8.0,18.0,22.17,1,2
8.0,18.0,22.17,1,2
8.0,18.0,19.17,1,2
8.0,18.0,22.17,1,2
8.0,19.0,22.17,0,0
8.0,18.0,22.17,1,2
8.0,18.0,22.17,1,2
8.0,16.0,22.17,0,0
7.0,20.0,10.23199443955013,1,0
7.0,18.0,18.5,1,2
7.0,21.0,18.5,1,2
7.0,21.0,18.5,0,2
7.0,21.0,18.5,0,2
7.0,21.0,18.5,1,2
7.0,21.0,18.5,0,0
7.0,16.0,2.3,2,1
7.0,16.0,2.3,2,1
7.0,14.0,2.3,2,1
7.0,16.0,2.3,2,1
7.0,16.0,2.3,2,1
7.0,16.0,2.3,2,1
5.0,1.0,10.23199443955013,2,1
5.0,1.0,10.23199443955013,2,1
5.0,1.0,9.74,2,1
5.0,1.0,5.74,2,1
5.0,3.0,9.74,2,1
5.0,1.0,9.74,2,1
8.0,14.0,12.04,3,2
8.0,14.0,14.04,0,0
8.0,14.0,14.04,3,2
8.0,14.0,14.04,3,2
8.0,19.0,14.04,0,2
8.0,11.0,14.04,3,2
8.0,14.0,14.04,3,2
5.0,17.0,13.55,0,1
5.0,18.0,13.55,3,1
5.0,17.0,11.55,3,0
5.0,17.0,11.55,0,1
5.0,18.0,11.55,3,1
5.0,15.0,9.55,0,0
5.0,17.0,4.550000000000002,3,0
5.0,17.0,11.55,3,1
5.0,7.0,19.0,3,0
5.0,7.0,19.0,3,0
5.0,8.0,23.0,3,2
5.0,8.0,19.0,3,0
5.0,8.0,19.0,3,2
5.0,10.0,19.0,0,2
5.0,8.0,19.0,3,2
4.0,5.0,4.55,2,1
4.0,5.0,10.23199443955013,2,1
4.0,6.0,9.55,0,1
4.0,3.0,4.55,2,0
4.0,4.0,4.55,2,1
4.0,5.0,4.55,2,1
4.0,5.0,4.55,0,1
4.0,5.0,4.55,2,1
2.0,10.0,2.05,2,1
2.0,11.0,2.05,0,1
2.0,9.0,10.23199443955013,2,0
2.0,8.0,2.05,2,1
2.0,10.0,2.05,2,1
2.0,12.0,2.05,2,1
10.0,21.0,23.47,0,2
10.0,21.0,26.47,0,2
10.0,21.0,25.47,1,2
10.0,21.0,25.47,1,2
10.0,21.0,25.47,1,2
10.0,19.0,25.47,1,2
10.0,19.0,30.47,0,2
10.0,21.0,25.47,1,2
8.0,19.0,12.04,3,2
8.0,16.0,12.04,3,2
8.0,19.0,12.04,3,2
8.0,14.0,12.04,3,2
8.0,16.0,7.039999999999999,3,2
8.0,16.0,12.04,3,2
5.0,8.0,5.35,3,1
5.0,8.0,3.35,3,1
5.0,8.0,9.35,0,1
5.0,7.0,5.35,3,1
5.0,8.0,5.35,3,1
6.0,19.0,17.89,0,0
6.0,18.0,12.89,3,2
6.0,22.0,12.89,3,2
6.0,19.0,13.89,3,2
6.0,19.0,13.89,3,2
6.0,19.0,12.89,3,0
6.0,18.0,17.89,3,2
5.0,14.0,18.46,3,0
5.0,14.0,7.460000000000001,3,2
5.0,14.0,14.46,3,2
5.0,14.0,14.46,3,2
5.0,14.0,14.46,3,2
5.0,14.0,14.46,3,2
6.0,14.0,14.46,0,2
10.0,15.0,27.67,1,2
10.0,15.0,27.67,1,2
10.0,15.0,27.67,1,0
10.0,14.0,27.67,1,2
10.0,15.0,27.67,1,2
10.0,12.0,27.67,1,2
10.0,15.0,27.67,1,2
3.0,14.0,3.84,0,0
3.0,14.0,7.84,3,1
3.0,14.0,7.84,3,1
3.0,16.0,7.84,3,1
3.0,12.0,7.84,0,1
3.0,14.0,7.84,3,1
3.0,11.0,7.84,3,1
9.0,23.0,10.45,3,0
9.0,20.0,10.45,3,0
9.0,17.0,10.45,3,2
9.0,21.0,10.45,3,2
9.0,22.0,10.45,3,2
9.0,20.0,10.45,3,2
9.0,20.0,10.45,3,2
9.0,20.0,10.45,3,2
4.0,14.0,7.66,0,1
4.0,11.0,7.66,3,1
4.0,11.0,7.66,3,1
4.0,13.0,7.66,3,1
4.0,11.0,7.66,3,1
4.0,11.0,7.66,0,1
4.0,9.0,10.23199443955013,3,1
4.0,11.0,5.66,3,0
4.0,11.0,9.87,3,2
4.0,13.0,17.869999999999994,0,2
4.0,11.0,15.87,3,2
4.0,11.0,15.87,3,2
4.0,10.0,15.87,3,2
4.0,11.0,15.87,3,0
4.0,8.0,15.87,3,2
2.0,14.0,6.53,0,1
2.0,15.0,1.5300000000000002,0,1
7.0,16.0,3.46,1,2
7.0,15.0,3.46,1,2
7.0,15.0,3.46,1,2
7.0,19.0,1.46,1,2
7.0,12.0,3.46,0,2
7.0,15.0,1.46,1,2
7.0,15.0,10.23199443955013,1,2
9.0,15.0,18.94,1,2
9.0,15.0,18.94,1,2
9.0,15.0,18.94,1,2
9.0,15.0,18.94,1,2
9.0,15.0,18.94,1,2
9.0,15.0,20.94,1,2
9.0,19.0,2.75,0,2
9.0,19.0,2.75,1,2
9.0,16.0,4.75,1,2
9.0,19.0,2.75,0,2
9.0,21.0,2.75,0,2
9.0,19.0,2.75,1,2
9.0,19.0,2.75,0,2
8.0,19.0,10.76,0,0
8.0,17.0,10.76,3,0
8.0,18.0,10.76,3,0
8.0,16.0,10.76,3,2
8.0,16.0,10.76,3,2
8.0,19.0,3.76,3,2
8.0,17.0,8.76,0,2
2.0,3.0,3.43,0,1
2.0,6.0,3.43,2,1
2.0,19.0,3.43,2,1
2.0,6.0,3.43,2,1
2.0,6.0,3.43,2,1
2.0,6.0,3.43,0,1
3.0,15.0,4.51,3,0
3.0,15.0,4.51,0,1
3.0,15.0,4.51,0,1
3.0,12.0,10.51,3,1
3.0,15.0,4.51,0,1
3.0,19.0,4.51,3,1
6.0,10.0,7.14,3,1
6.0,9.0,10.14,3,1
6.0,13.0,7.14,3,1
6.0,10.0,7.14,0,1
6.0,10.0,7.14,3,1
6.0,10.0,7.14,3,1
6.0,10.0,7.14,3,1
6.0,10.0,7.14,3,1
2.0,0.0,6.43,2,1
2.0,0.0,6.43,0,1
2.0,0.0,6.43,0,1
2.0,0.0,6.43,2,0
7.0,10.0,7.11,3,0
7.0,10.0,9.11,3,1
7.0,10.0,7.11,3,1
7.0,10.0,7.11,0,1
7.0,9.0,7.11,3,1
7.0,10.0,7.11,0,1
7.0,14.0,13.46,3,2
7.0,14.0,6.460000000000001,3,2
7.0,14.0,13.46,3,2
7.0,14.0,13.46,3,2
7.0,14.0,13.46,3,2
7.0,15.0,10.23199443955013,3,2
7.0,11.0,13.46,3,2
5.0,19.0,3.93,2,1
5.0,8.0,3.93,2,1
5.0,11.0,5.93,0,1
5.0,8.0,3.93,2,1
5.0,9.0,3.93,0,1
5.0,9.0,3.93,2,1
5.0,9.0,3.93,2,1
5.0,9.0,3.93,0,1
7.0,22.0,19.48,1,0
7.0,25.0,22.48,1,2
7.0,23.0,19.48,1,2
7.0,22.0,19.48,1,2
7.0,22.0,19.48,1,2
7.0,22.0,19.48,1,2
6.0,15.0,8.75,1,2
6.0,16.0,6.75,1,2
6.0,15.0,6.75,0,2
6.0,15.0,6.75,0,2
6.0,15.0,6.75,0,2
6.0,15.0,6.75,0,2
6.0,15.0,7.75,1,2
6.0,15.0,0.75,1,2
3.0,3.0,2.93,2,0
3.0,2.0,2.93,2,1
3.0,2.0,2.93,2,1
3.0,2.0,9.93,2,1
3.0,2.0,9.93,2,1
5.0,4.0,1.59,0,1
5.0,6.0,1.59,0,1
5.0,1.0,1.59,2,0
5.0,4.0,1.59,2,1
5.0,4.0,1.59,2,0
5.0,4.0,8.59,2,1
5.0,1.0,1.59,2,1
8.0,16.0,7.41,3,1
8.0,15.0,7.41,3,1
8.0,15.0,10.23199443955013,0,1
8.0,15.0,7.41,0,1
8.0,15.0,7.41,3,1
8.0,15.0,10.41,3,1
5.0,15.0,4.01,0,0
5.0,19.0,4.01,3,1
5.0,18.0,4.01,3,1
5.0,15.0,2.01,0,1
5.0,18.0,10.23199443955013,3,1
5.0,21.0,4.01,3,1
5.0,19.0,4.01,3,1
10.0,19.0,23.04,1,2
10.0,13.0,23.04,1,2
10.0,16.0,23.04,1,2
10.0,16.0,23.04,0,2
10.0,16.0,23.04,0,2
10.0,17.0,23.04,1,2
3.0,12.0,6.5299999999999985,0,1
3.0,14.0,6.5299999999999985,2,1
3.0,14.0,2.53,2,1
3.0,14.0,2.53,2,0
3.0,14.0,2.53,2,1
3.0,14.0,10.23199443955013,2,1
3.0,14.0,2.53,2,1
0.0,2.0,12.63,2,1
0.0,2.0,7.63,2,0
0.0,5.0,7.63,2,1
0.0,1.0,10.23199443955013,2,0
0.0,2.0,7.63,2,1
0.0,5.0,7.63,0,1
0.0,1.0,7.63,2,1
6.0,14.0,13.65,3,2
6.0,15.0,9.65,3,2
6.0,17.0,13.65,3,2
6.0,14.0,13.65,0,2
6.0,14.0,13.65,3,2
6.0,14.0,15.65,3,2
6.0,14.0,13.65,0,2
4.0,9.0,14.15,2,1
4.0,9.0,8.15,2,1
4.0,9.0,8.15,0,1
4.0,9.0,8.15,2,1
4.0,9.0,8.15,0,0
4.0,9.0,8.15,2,1
4.0,9.0,8.15,2,1
8.0,19.0,4.99,1,2
8.0,19.0,4.99,1,2
8.0,21.0,4.99,0,2
8.0,21.0,4.99,0,2
8.0,21.0,4.99,0,2
8.0,21.0,10.23199443955013,1,0
6.0,25.0,2.75,1,2
6.0,25.0,2.75,1,2
6.0,25.0,2.75,1,0
6.0,26.0,2.75,1,2
6.0,23.0,2.75,0,2
6.0,25.0,2.75,1,0
5.0,14.0,8.08,2,1
5.0,11.0,8.08,2,1
5.0,11.0,7.08,0,1
5.0,11.0,9.08,2,1
3.0,12.0,22.65,0,2
3.0,13.0,16.65,3,2
3.0,13.0,16.65,3,2
3.0,13.0,16.65,3,2
3.0,13.0,16.65,3,0
3.0,11.0,16.65,3,2
3.0,15.0,16.65,3,2
5.0,5.0,10.46,2,1
5.0,6.0,15.46,2,1
5.0,4.0,10.46,0,1
5.0,6.0,10.46,2,0
5.0,3.0,10.46,2,1
5.0,3.0,10.46,2,1
5.0,8.0,10.46,2,0
4.0,0.0,4.13,2,1
4.0,0.0,4.13,2,1
4.0,0.0,10.23199443955013,2,1
4.0,0.0,4.13,2,1
4.0,0.0,4.13,0,1
4.0,0.0,5.13,0,1
4.0,0.0,4.13,2,1
4.0,12.0,19.18,0,0
4.0,10.0,19.18,3,0
4.0,12.0,19.18,0,2
4.0,11.0,19.18,3,2
4.0,17.0,14.99,3,2
4.0,15.0,14.99,3,2
4.0,19.0,14.99,0,2
4.0,19.0,14.99,3,2
4.0,17.0,14.99,3,2
4.0,15.0,14.99,3,2
4.0,19.0,11.99,3,2
4.0,19.0,14.99,3,2
3.0,16.0,7.23,0,0
3.0,12.0,7.23,3,1
3.0,15.0,7.23,3,1
3.0,17.0,7.23,3,1
3.0,15.0,9.23,3,1
3.0,13.0,7.23,3,1
3.0,15.0,7.23,3,1
2.0,3.0,1.76,2,1
2.0,3.0,1.76,2,1
2.0,3.0,10.23199443955013,2,1
2.0,3.0,1.76,2,1
2.0,4.0,1.76,2,1
4.0,4.0,5.95,2,1
4.0,7.0,10.23199443955013,2,1
4.0,3.0,5.95,2,1
4.0,19.0,5.95,2,1
4.0,4.0,5.95,2,1
8.0,19.0,34.46,1,0
8.0,18.0,28.46,0,2
8.0,18.0,28.46,1,2
8.0,19.0,28.46,1,2
8.0,21.0,31.46,1,0
8.0,19.0,28.46,1,0
8.0,21.0,28.46,1,2
8.0,18.0,28.46,1,2
2.0,12.0,8.07,2,1
2.0,12.0,8.07,2,1
2.0,12.0,8.07,2,1
2.0,12.0,8.07,2,1
2.0,12.0,8.07,2,1
2.0,12.0,8.07,2,1
2.0,13.0,14.07,0,1
3.0,10.0,16.14,0,2
3.0,11.0,16.14,3,2
3.0,11.0,21.14,3,2
3.0,19.0,16.14,3,2
3.0,11.0,20.14,3,2
3.0,11.0,16.14,3,2
3.0,11.0,16.14,3,2
3.0,13.0,16.14,3,2
7.0,15.0,34.57,1,2
7.0,17.0,29.57,1,2
7.0,14.0,29.57,1,2
7.0,16.0,29.57,1,2
7.0,17.0,23.57,1,0
7.0,20.0,29.57,1,2
7.0,16.0,29.57,1,2
7.0,17.0,29.57,1,2
10.0,27.0,5.76,1,2
10.0,25.0,5.76,1,2
10.0,25.0,10.23199443955013,1,2
10.0,19.0,6.76,1,2
10.0,22.0,5.76,0,2
10.0,25.0,5.76,1,2
10.0,25.0,5.76,1,2
3.0,11.0,15.14,3,2
3.0,8.0,15.14,3,2
3.0,7.0,15.14,3,2
3.0,8.0,15.14,3,2
3.0,5.0,15.14,3,2
3.0,6.0,10.23199443955013,3,2
3.0,11.0,15.14,3,2
2.0,3.0,10.92,2,1
2.0,3.0,10.92,0,1
2.0,2.0,10.92,2,1
2.0,3.0,10.92,2,1
2.0,0.0,10.92,0,1
2.0,3.0,10.92,2,1
5.0,16.0,9.58,3,0
5.0,16.0,9.58,3,2
5.0,16.0,7.58,3,2
5.0,16.0,9.58,3,2
5.0,16.0,9.58,3,2
5.0,19.0,9.58,3,2
5.0,15.0,9.58,3,2
7.0,19.0,17.42,1,2
7.0,19.0,17.42,1,2
4.0,20.0,4.01,0,2
4.0,16.0,4.01,3,2
4.0,17.0,4.01,3,2
4.0,19.0,4.01,3,0
4.0,17.0,4.01,3,2
4.0,19.0,4.01,0,0
4.0,19.0,4.01,3,0
9.0,16.0,23.95,0,2
9.0,16.0,23.95,1,2
9.0,16.0,23.95,1,2
9.0,19.0,23.95,0,2
9.0,16.0,25.95,1,2
9.0,14.0,23.95,1,2
9.0,16.0,23.95,1,2
7.0,19.0,19.58,1,2
7.0,16.0,19.58,1,2
7.0,19.0,19.58,1,2
7.0,22.0,19.58,1,2
7.0,17.0,19.58,1,2
7.0,19.0,19.58,1,2
7.0,19.0,19.58,0,2
7.0,22.0,19.58,1,2
5.0,12.0,12.82,3,2
5.0,12.0,12.82,0,2
5.0,19.0,12.82,0,2
5.0,19.0,7.82,3,2
5.0,19.0,12.82,0,2
5.0,15.0,12.82,0,2
5.0,12.0,12.82,3,2
5.0,12.0,6.82,3,2
8.0,12.0,10.23199443955013,0,0
8.0,9.0,9.81,2,1
8.0,14.0,11.81,2,0
8.0,12.0,7.81,2,1
8.0,11.0,9.81,2,1
8.0,14.0,9.81,2,1
8.0,12.0,9.81,2,1
3.0,19.0,10.23199443955013,3,2
3.0,20.0,18.32,0,2
3.0,20.0,15.32,3,2
3.0,20.0,18.32,3,2
3.0,17.0,18.32,3,2
3.0,20.0,18.32,3,0
3.0,19.0,18.32,0,2
6.0,17.0,22.15,1,2
6.0,17.0,22.15,1,2
6.0,17.0,22.15,1,2
6.0,14.0,22.15,1,2
6.0,15.0,22.15,1,2
6.0,20.0,22.15,1,2
6.0,20.0,22.15,1,2
6.0,20.0,22.15,1,2
7.0,17.0,6.17,3,2
7.0,20.0,0.1699999999999999,3,2
7.0,17.0,6.17,3,0
7.0,20.0,6.17,3,0
7.0,17.0,6.17,3,2
7.0,17.0,6.17,3,2
7.0,17.0,9.17,3,2
4.0,7.0,9.08,2,1
4.0,7.0,9.08,2,1
4.0,19.0,9.08,2,1
4.0,6.0,9.08,2,0
4.0,7.0,9.08,2,1
4.0,7.0,9.08,2,1
4.0,7.0,2.08,2,1
4.0,7.0,9.08,0,0
8.0,19.0,7.69,2,1
8.0,8.0,7.69,2,1
8.0,5.0,7.69,2,1
8.0,8.0,7.69,2,1
8.0,5.0,7.69,2,0
9.0,15.0,27.17,1,2
9.0,19.0,27.17,1,2
9.0,13.0,34.17,0,2
9.0,13.0,27.17,1,2
9.0,16.0,27.17,1,2
9.0,16.0,27.17,1,2
9.0,16.0,27.17,1,2
9.0,16.0,27.17,1,2
3.0,14.0,12.54,3,0
3.0,11.0,8.54,3,2
3.0,16.0,8.54,3,2
3.0,14.0,14.54,3,0
3.0,14.0,8.54,3,2
3.0,14.0,8.54,3,2
3.0,19.0,8.54,0,2
3.0,14.0,8.54,0,2
4.0,12.0,9.09,2,1
4.0,12.0,9.09,2,1
4.0,12.0,9.09,2,1
4.0,12.0,9.09,2,1
4.0,9.0,9.09,2,1
4.0,12.0,9.09,2,1
4.0,15.0,9.09,2,1
4.0,12.0,11.09,2,1
8.0,16.0,10.4,0,2
8.0,16.0,17.4,3,0
8.0,16.0,17.4,3,2
8.0,16.0,17.4,3,2
8.0,16.0,17.4,3,2
8.0,16.0,14.4,3,2
8.0,27.0,16.03,0,2
8.0,25.0,9.03,0,2
8.0,23.0,3.03,1,2
8.0,28.0,9.03,1,2
8.0,25.0,9.03,1,2
8.0,27.0,14.03,1,0
8.0,25.0,9.03,1,2
8.0,20.0,18.19,1,2
8.0,17.0,22.19,1,2
8.0,17.0,18.19,1,2
8.0,19.0,18.19,1,0
8.0,18.0,19.19,1,2
8.0,17.0,18.19,1,2
8.0,10.0,15.36,3,0
8.0,10.0,15.36,3,2
8.0,10.0,15.36,3,2
8.0,7.0,15.36,3,2
